,Kitsp,lon,lat,Rooms,Brick,Bal,Nfloors,Dist,District,Tel,New,Price,Floor,Livesp,Totsp,N,Walk,Metrdist
211,7,37.657305,55.753889,2,0.0,1.0,12,0.06830434648314976,0,1.0,0.0,10490000,6,28,46,211,1.0,4
212,9,37.638216,55.786151,2,0.0,0.0,12,0.06830434648314976,0,1.0,0.0,10500000,1,35,47,212,1.0,11
213,9,37.559847,55.765463,1,0.0,1.0,17,0.06830434648314976,0,0.0,0.0,10500000,11,19,39,213,1.0,3
214,9,37.696435,55.775429,3,0.0,,5,0.06830434648314976,0,1.0,,10500000,3,47,65,214,1.0,9
215,9,37.600441,55.787067,1,1.0,1.0,12,0.06830434648314976,0,1.0,0.0,10500000,10,21,38,215,1.0,9
216,10,37.563521,55.723247,1,,,5,0.06830434648314976,0,1.0,0.0,10500000,2,19,"35,5",216,1.0,2
217,9,37.581954,55.768502,1,1.0,1.0,9,0.06830434648314976,0,1.0,0.0,10500000,1,17,37,217,1.0,10
218,"7,5",37.607951,55.723354,2,,1.0,9,0.06830434648314976,0,,0.0,10500000,6,"23,5",38,218,1.0,8
219,6,37.589024,55.78276,2,,1.0,5,0.06830434648314976,0,1.0,0.0,10500000,3,28,40,219,1.0,10
220,6,37.564913,55.765362,2,,1.0,9,0.06830434648314976,0,1.0,0.0,10500000,4,27,35,220,1.0,3
221,7,37.675056,55.739174,2,,,8,0.06830434648314976,0,1.0,0.0,10500000,2,"27,1","48,3",221,1.0,20
222,–,37.671938,55.775753,2,1.0,,8,0.06830434648314976,0,,,10598345,3,35,"61,5",222,1.0,6
223,–,37.67228,55.775824,2,1.0,0.0,6,0.06830434648314976,0,0.0,0.0,10598345,3,"61,5","61,5",223,1.0,5
224,6,37.627966,55.779423,2,1.0,1.0,5,0.06830434648314976,0,1.0,0.0,10600000,2,29,44,224,1.0,3
225,40,37.60381,55.739017,3,,1.0,7,0.06830434648314976,0,1.0,0.0,163041750,4,52,130,225,1.0,12
226,20,37.620016,55.770578,4,,1.0,9,0.06830434648314976,0,,0.0,70000000,5,95,164,226,1.0,2
227,"10,7",37.590156,55.749248,2,1.0,1.0,6,0.06830434648314976,0,1.0,0.0,25000000,3,34,"60,5",227,1.0,5
228,"7,5",37.557861,55.766329,1,0.0,1.0,12,0.06830434648314976,0,0.0,0.0,10600000,11,19,"36,5",228,1.0,3
229,9,37.581954,55.768502,1,1.0,1.0,9,0.06830434648314976,0,1.0,0.0,10700000,4,17,37,229,0.0,10
230,6,37.582763,55.773393,2,1.0,1.0,8,0.06830434648314976,0,1.0,0.0,10700000,2,"25,2","36,6",230,1.0,3
231,–,37.671938,55.775753,1,,0.0,,0.06830434648314976,0,,,10795300,4,"47,3","47,3",231,1.0,6
232,5,37.585538,55.728859,2,1.0,1.0,5,0.06830434648314976,0,1.0,0.0,10800000,5,26,42,232,1.0,5
233,10,37.582403,55.725792,1,1.0,1.0,8,0.06830434648314976,0,1.0,0.0,10800000,7,20,39,233,1.0,3
234,–,37.671938,55.775753,1,,0.0,,0.06830434648314976,0,,,10817568,1,"51,3","51,3",234,1.0,6
235,–,37.671938,55.775753,2,1.0,,5,0.06830434648314976,0,,,10817568,1,30,"51,3",235,1.0,6
236,–,37.671938,55.775753,1,1.0,,5,0.06830434648314976,0,,,10817568,1,25,"51,3",236,1.0,6
237,–,37.671938,55.775753,1,,0.0,,0.06830434648314976,0,,,10879674,4,"47,7","47,7",237,1.0,6
238,22,37.636554,55.726239,2,0.0,,12,0.06830434648314976,0,0.0,0.0,10900000,2,19,45,238,1.0,5
239,22,37.636554,55.726239,1,0.0,,12,0.06830434648314976,0,1.0,0.0,10900000,2,19,45,239,1.0,9
240,"9,5",37.563548,55.726198,1,0.0,1.0,14,0.06830434648314976,0,1.0,0.0,10900000,6,"19,4",35,240,1.0,5
241,6,37.548564,55.764384,2,1.0,1.0,9,0.06830434648314976,0,1.0,0.0,10900000,5,32,43,241,1.0,7
242,8,37.559847,55.765463,1,0.0,1.0,17,0.06830434648314976,0,1.0,0.0,10900000,3,20,40,242,1.0,1
243,–,37.67343,55.768177,2,,,4,0.06830434648314976,0,1.0,0.0,10950000,2,50,"67,5",243,1.0,9
244,–,37.672163,55.776294,2,1.0,0.0,6,0.06830434648314976,0,0.0,0.0,10958128,1,"56,4","56,4",244,1.0,5
245,9,37.590982,55.783757,2,,1.0,9,0.06830434648314976,0,1.0,0.0,10987111,9,"29,1",50,245,1.0,8
246,"7,1",37.590982,55.783757,2,0.0,1.0,9,0.06830434648314976,0,1.0,0.0,10987000,9,32,"48,4",246,1.0,8
247,6,37.590156,55.730112,1,0.0,1.0,8,0.06830434648314976,0,1.0,0.0,10990000,8,18,31,247,1.0,9
248,6,37.566701,55.72638,2,1.0,1.0,5,0.06830434648314976,0,1.0,0.0,10999000,4,"25,2",40,248,1.0,5
249,6,37.672289,55.730568,2,1.0,,8,0.06830434648314976,0,1.0,0.0,11000000,6,30,43,249,1.0,5
250,8,37.633176,55.786738,2,1.0,,6,0.06830434648314976,0,1.0,0.0,11000000,2,30,47,250,1.0,6
251,8,37.590156,55.730112,1,1.0,1.0,8,0.06830434648314976,0,1.0,0.0,11000000,8,19,32,251,1.0,9
252,6,37.586113,55.767985,1,1.0,1.0,5,0.06830434648314976,0,1.0,0.0,11000000,3,18,31,252,1.0,10
253,–,37.622156,55.734238,3,,,4,0.06830434648314976,0,1.0,,103599000,3,–,"115,1",253,1.0,7
254,15,37.623968,55.770507,3,,1.0,8,0.06830434648314976,0,1.0,0.0,57000000,4,65,103,254,1.0,4
255,–,37.580661,55.753311,5,1.0,1.0,13,0.06830434648314976,0,1.0,0.0,914760000,13,"415,8","415,8",255,0.0,15
256,"8,6",37.621696,55.7249,1,0.0,1.0,14,0.06830434648314976,0,1.0,0.0,11000000,2,"20,9",39,256,1.0,5
257,7,37.618659,55.736012,1,0.0,1.0,15,0.06830434648314976,0,1.0,0.0,11000000,11,"21,6",39,257,1.0,1
258,7,37.567321,55.770163,2,1.0,1.0,9,0.06830434648314976,0,1.0,0.0,11000000,1,"22,9","39,3",258,1.0,11
259,–,37.671938,55.775753,1,,0.0,,0.06830434648314976,0,,,11094266,5,"47,8","47,8",259,1.0,6
260,8,37.672971,55.774958,1,1.0,,9,0.06830434648314976,0,1.0,,11100000,7,"31,8","38,8",260,1.0,5
261,–,37.642132,55.774305,1,1.0,1.0,19,0.06830434648314976,0,1.0,,11118000,2,30,43,261,1.0,6
262,–,37.582781,55.767944,1,1.0,,8,0.06830434648314976,0,,0.0,11150000,1,–,28,262,1.0,7
263,"20,2",37.642132,55.774305,1,1.0,1.0,19,0.06830434648314976,0,1.0,,11155200,3,"10,9","44,8",263,1.0,10
264,8,37.588871,55.767514,1,1.0,,8,0.06830434648314976,0,1.0,,11160000,1,"22,9","27,9",264,1.0,10
265,–,37.582781,55.767944,1,1.0,,8,0.06830434648314976,0,,0.0,11160000,1,–,28,265,1.0,10
266,"6,5",37.558104,55.771028,3,1.0,1.0,5,0.06830434648314976,0,0.0,0.0,11200000,4,46,60,266,1.0,12
267,6,37.594486,55.747363,1,1.0,,8,0.06830434648314976,0,1.0,0.0,11200000,1,16,30,267,1.0,7
268,6,37.643866,55.730857,1,1.0,1.0,7,0.06830434648314976,0,,,11249465,2,20,"38,6",268,1.0,8
269,"10,2",37.567051,55.766116,1,1.0,1.0,12,0.06830434648314976,0,0.0,0.0,11280000,8,"15,1",37,269,1.0,6
270,6,37.573133,55.761685,2,0.0,1.0,9,0.06830434648314976,0,,0.0,11300000,6,31,"44,2",270,1.0,5
271,8,37.673636,55.781681,2,1.0,,5,0.06830434648314976,0,1.0,0.0,11300000,3,42,62,271,1.0,6
272,9,37.693696,55.774598,4,1.0,1.0,5,0.06830434648314976,0,1.0,0.0,11300000,4,51,73,272,1.0,10
273,–,37.672971,55.774958,2,1.0,,8,0.06830434648314976,0,,0.0,11368000,7,–,"39,2",273,1.0,5
274,–,37.536886,55.754988,3,1.0,1.0,5,0.06830434648314976,0,1.0,0.0,11390000,2,30,54,274,1.0,5
275,14,37.684793,55.771849,1,1.0,1.0,12,0.06830434648314976,0,1.0,0.0,11400000,9,20,43,275,1.0,5
276,10,37.567051,55.766116,1,1.0,1.0,12,0.06830434648314976,0,1.0,0.0,11400000,8,"15,1","35,8",276,1.0,5
277,"15,6",37.642132,55.774305,1,1.0,1.0,19,0.06830434648314976,0,1.0,,11466800,2,"15,4","43,6",277,1.0,10
278,7,37.674615,55.769874,2,0.0,1.0,12,0.06830434648314976,0,1.0,0.0,11500000,9,"23,1","38,7",278,1.0,5
279,10,37.582682,55.754618,1,1.0,,14,0.06830434648314976,0,1.0,0.0,11500000,10,"24,5","44,5",279,1.0,10
280,"7,7",37.586563,55.772927,2,1.0,1.0,9,0.06830434648314976,0,1.0,0.0,11500000,3,"21,5","36,3",280,1.0,5
281,–,37.601403,55.74,5,1.0,,3,0.06830434648314976,0,1.0,0.0,476081910,3,–,240,281,1.0,7
282,17,37.643408,55.759208,4,1.0,,6,0.06830434648314976,0,1.0,0.0,55000000,2,100,152,282,1.0,10
283,–,37.616863,55.768132,3,1.0,,3,0.06830434648314976,0,1.0,0.0,50716000,2,–,"105,6",283,1.0,3
284,6,37.633419,55.731926,2,0.0,1.0,9,0.06830434648314976,0,1.0,0.0,11500000,4,23,40,284,1.0,3
285,8,37.558634,55.766709,1,0.0,1.0,17,0.06830434648314976,0,1.0,0.0,11500000,6,19,40,285,1.0,1
286,10,37.669333,55.728373,2,0.0,1.0,6,0.06830434648314976,0,1.0,,11500000,3,38,"65,7",286,1.0,7
287,"10,7",37.568749,55.766552,1,1.0,1.0,12,0.06830434648314976,0,1.0,0.0,11500000,7,"15,2","38,5",287,1.0,7
288,7,37.650325,55.773418,2,0.0,0.0,8,0.06830434648314976,0,1.0,0.0,11530000,5,"36,5",52,288,1.0,5
289,–,37.671938,55.775753,1,,0.0,,0.06830434648314976,0,,,11602026,3,"47,5","47,5",289,1.0,6
290,"6,2",37.67705,55.732377,3,0.0,1.0,9,0.06830434648314976,0,1.0,0.0,11650000,8,34,56,290,1.0,11
291,10,37.709021,55.773363,2,,1.0,14,0.06830434648314976,0,0.0,0.0,11700000,6,34,52,291,0.0,15
292,10,37.646274,55.776006,1,0.0,1.0,16,0.06830434648314976,0,1.0,,11720000,9,"17,7",39,292,1.0,9
293,"5,5",37.579601,55.759304,2,0.0,1.0,5,0.06830434648314976,0,1.0,,11750000,3,28,44,293,1.0,2
294,9,37.596031,55.785417,2,0.0,,12,0.06830434648314976,0,1.0,0.0,11800000,1,30,53,294,1.0,6
295,"6,5",37.674615,55.769874,2,1.0,1.0,12,0.06830434648314976,0,1.0,0.0,11850000,9,"23,1","38,7",295,1.0,3
296,"9,4",37.686841,55.776846,2,0.0,0.0,12,0.06830434648314976,0,1.0,0.0,11890000,6,"29,1",51,296,1.0,10
297,6,37.572064,55.763797,2,1.0,1.0,9,0.06830434648314976,0,1.0,0.0,11900000,8,28,"43,2",297,1.0,8
298,10,37.553496,55.758088,2,1.0,,5,0.06830434648314976,0,1.0,0.0,11900000,2,37,"55,8",298,1.0,13
299,"8,1",37.622962,55.792194,2,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,11900000,3,"31,5","52,7",299,1.0,3
300,6,37.587371,55.783934,2,,,9,0.06830434648314976,0,0.0,0.0,11950000,2,29,45,300,1.0,5
301,10,37.679862,55.74562,2,0.0,1.0,7,0.06830434648314976,0,0.0,0.0,11980000,7,33,62,301,1.0,2
302,13,37.541404,55.761381,2,0.0,,5,0.06830434648314976,0,1.0,0.0,11990000,2,32,54,302,1.0,15
303,10,37.559847,55.765463,1,1.0,,17,0.06830434648314976,0,1.0,0.0,12000000,5,19,40,303,1.0,2
304,15,37.674292,55.735236,3,,1.0,9,0.06830434648314976,0,1.0,0.0,12000000,5,35,60,304,0.0,
305,"8,1",37.579133,55.764156,1,1.0,1.0,14,0.06830434648314976,0,1.0,0.0,12000000,2,"14,2","37,8",305,1.0,4
306,"6,7",37.68624,55.775368,2,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,12000000,5,36,"60,7",306,1.0,8
307,6,37.583463,55.773165,2,,1.0,8,0.06830434648314976,0,1.0,0.0,12000000,2,25,35,307,1.0,4
308,6,37.673349,55.73408,3,0.0,1.0,9,0.06830434648314976,0,1.0,0.0,12000000,6,"33,2","51,5",308,1.0,8
309,"8,5",37.606963,55.750428,3,0.0,,7,0.06830434648314976,0,1.0,0.0,67000000,6,63,97,309,1.0,2
310,10,37.571866,55.763012,1,1.0,1.0,9,0.06830434648314976,0,0.0,0.0,13000000,8,20,38,310,1.0,7
311,10,37.617518,55.765721,2,0.0,,4,0.06830434648314976,0,1.0,,28800000,2,49,64,311,1.0,7
312,"6,3",37.639931,55.789345,3,0.0,1.0,9,0.06830434648314976,0,1.0,0.0,12000000,4,40,64,312,1.0,5
313,12,37.661033,55.782668,1,,1.0,18,0.06830434648314976,0,1.0,0.0,12000000,15,22,45,313,1.0,3
314,"6,4",37.671669,55.733112,3,,,12,0.06830434648314976,0,0.0,0.0,12000000,4,45,55,314,1.0,3
315,"6,5",37.573061,55.722639,2,1.0,1.0,9,0.06830434648314976,0,,0.0,12000000,6,"24,9","41,7",315,1.0,10
316,7,37.618659,55.736012,1,,1.0,15,0.06830434648314976,0,1.0,0.0,12000000,5,21,38,316,1.0,1
317,5,37.58809,55.761092,2,1.0,0.0,9,0.06830434648314976,0,1.0,0.0,12000000,2,"32,5","42,9",317,0.0,6
318,6,37.58809,55.761092,2,1.0,0.0,9,0.06830434648314976,0,1.0,0.0,12000000,2,33,43,318,1.0,5
319,"6,3",37.639931,55.789345,3,0.0,1.0,9,0.06830434648314976,0,1.0,0.0,12050000,4,40,64,319,1.0,6
320,12,37.630535,55.791283,2,1.0,1.0,9,0.06830434648314976,0,1.0,0.0,12100000,7,37,"54,6",320,1.0,5
321,8,37.644261,55.731551,1,1.0,,7,0.06830434648314976,0,1.0,,12149400,2,"31,7","38,6",321,1.0,5
322,–,37.643866,55.730857,1,,,7,0.06830434648314976,0,1.0,,12149427,2,–,"38,6",322,1.0,8
323,–,37.643866,55.730857,1,1.0,0.0,7,0.06830434648314976,0,1.0,,12149427,2,–,"38,6",323,1.0,8
324,–,37.643866,55.730857,1,,,7,0.06830434648314976,0,1.0,,12177740,2,–,"38,7",324,1.0,8
325,"18,1",37.642132,55.774305,1,1.0,1.0,19,0.06830434648314976,0,1.0,,12180000,10,"10,7","43,5",325,1.0,10
326,6,37.571938,55.769433,2,0.0,1.0,12,0.06830434648314976,0,1.0,0.0,12200000,7,30,45,326,1.0,15
327,6,37.674292,55.735236,3,0.0,1.0,9,0.06830434648314976,0,0.0,0.0,12200000,5,43,60,327,1.0,10
328,5,37.580652,55.744526,2,1.0,1.0,5,0.06830434648314976,0,1.0,0.0,12200000,2,28,36,328,1.0,5
329,–,37.582781,55.767944,1,1.0,,8,0.06830434648314976,0,,0.0,12240000,1,–,"30,6",329,1.0,12
330,6,37.674292,55.735236,3,0.0,,9,0.06830434648314976,0,1.0,0.0,12250000,5,43,60,330,1.0,7
331,"9,5",37.634712,55.727501,2,0.0,1.0,12,0.06830434648314976,0,1.0,0.0,12250000,12,30,51,331,1.0,7
332,10,37.665318,55.74002,1,,1.0,17,0.06830434648314976,0,1.0,0.0,12300000,7,"19,6",36,332,1.0,9
333,6,37.673349,55.73408,3,0.0,1.0,9,0.06830434648314976,0,1.0,0.0,12300000,6,"33,2","51,5",333,1.0,10
334,10,37.665983,55.765367,1,0.0,1.0,14,0.06830434648314976,0,1.0,0.0,12300000,3,19,36,334,1.0,5
335,8,37.635323,55.78812,2,0.0,,7,0.06830434648314976,0,1.0,0.0,12300000,6,32,"49,2",335,1.0,7
336,"9,6",37.673735,55.744059,2,0.0,,12,0.06830434648314976,0,1.0,0.0,12300000,12,31,"50,5",336,1.0,7
337,15,37.583697,55.723699,4,1.0,1.0,11,0.06830434648314976,0,1.0,0.0,136955070,6,100,147,337,1.0,7
338,–,37.622156,55.734238,3,,,4,0.06830434648314976,0,1.0,,103599000,3,–,"115,1",338,1.0,7
339,"12,7",37.600846,55.736579,1,1.0,,5,0.06830434648314976,0,,,83283060,3,"52,7","72,8",339,1.0,11
340,8,37.642132,55.774305,3,0.0,1.0,16,0.06830434648314976,0,,0.0,12312000,8,43,64,340,1.0,5
341,6,37.638773,55.769828,3,1.0,,5,0.06830434648314976,0,1.0,0.0,12350000,2,42,"55,5",341,1.0,8
342,–,37.685364,55.745617,3,1.0,,19,0.06830434648314976,0,,,12357700,6,"45,7","64,7",342,,
343,–,37.643866,55.730857,1,,,7,0.06830434648314976,0,1.0,,12393120,3,–,"38,6",343,1.0,8
344,6,37.586095,55.767392,2,,1.0,9,0.06830434648314976,0,0.0,0.0,12400000,9,25,38,344,0.0,10
345,8,37.575702,55.739732,1,1.0,1.0,6,0.06830434648314976,0,1.0,0.0,12450000,5,21,38,345,1.0,10
346,–,37.671938,55.775753,1,,0.0,,0.06830434648314976,0,,,12475868,4,"60,6","60,6",346,1.0,6
347,10,37.660215,55.771479,1,1.0,1.0,9,0.06830434648314976,0,1.0,0.0,12480000,8,22,47,347,1.0,7
348,6,37.61945,55.72815,3,1.0,1.0,5,0.06830434648314976,0,1.0,0.0,12490000,3,"45,4",56,348,1.0,3
349,8,37.652202,55.738348,1,1.0,1.0,9,0.06830434648314976,0,1.0,0.0,12500000,5,"23,1","40,1",349,1.0,2
350,"8,5",37.659182,55.782947,2,0.0,1.0,17,0.06830434648314976,0,1.0,0.0,12500000,10,"30,3","50,9",350,1.0,7
351,10,37.562937,55.757962,2,1.0,1.0,5,0.06830434648314976,0,1.0,0.0,12500000,4,35,53,351,1.0,10
352,9,37.704987,55.774781,2,,,12,0.06830434648314976,0,1.0,,12500000,2,30,56,352,1.0,12
353,–,37.643866,55.730857,1,,,7,0.06830434648314976,0,1.0,,12533034,2,–,"38,7",353,1.0,8
354,8,37.673951,55.774634,1,1.0,0.0,8,0.06830434648314976,0,1.0,,12600000,6,"31,8","38,8",354,1.0,5
355,–,37.672971,55.774958,1,1.0,,10,0.06830434648314976,0,,0.0,12600000,7,–,39,355,1.0,5
356,40,37.672971,55.774958,1,1.0,,8,0.06830434648314976,0,1.0,0.0,12600000,8,–,40,356,1.0,5
357,–,37.672971,55.774958,1,1.0,1.0,10,0.06830434648314976,0,0.0,0.0,12600000,7,"38,8","38,8",357,1.0,7
358,6,37.674292,55.735236,3,0.0,1.0,9,0.06830434648314976,0,1.0,0.0,12600000,5,49,60,358,1.0,10
359,–,37.580652,55.744526,2,1.0,0.0,5,0.06830434648314976,0,0.0,0.0,12600000,2,–,37,359,1.0,13
360,–,37.643866,55.730857,1,,,7,0.06830434648314976,0,1.0,,12614713,4,–,"38,5",360,1.0,8
361,–,37.671938,55.775753,1,,0.0,,0.06830434648314976,0,,,12646834,2,"50,3","50,3",361,1.0,6
362,–,37.671938,55.775753,2,1.0,,8,0.06830434648314976,0,,,12646834,2,30,"50,3",362,1.0,6
363,–,37.671938,55.775753,1,1.0,,8,0.06830434648314976,0,,,12646834,2,25,"50,3",363,1.0,6
364,–,37.671938,55.775753,1,,0.0,,0.06830434648314976,0,,,12751098,5,"60,8","60,8",364,1.0,6
365,100,37.627364,55.767266,5,,,4,0.06830434648314976,0,,0.0,85000000,2,30,203,365,1.0,5
366,–,37.618569,55.722142,5,1.0,1.0,14,0.06830434648314976,0,0.0,0.0,116000000,6,1,208,366,1.0,9
367,–,37.572899,55.721731,4,1.0,,6,0.06830434648314976,0,1.0,0.0,138520271,4,–,236,367,1.0,8
368,"5,4",37.682062,55.733472,3,1.0,1.0,9,0.06830434648314976,0,1.0,0.0,12800000,4,"40,1","56,4",368,1.0,12
369,"8,5",37.664689,55.736878,2,,1.0,17,0.06830434648314976,0,1.0,0.0,12800000,16,"30,6",52,369,1.0,5
370,–,37.64348,55.731075,1,1.0,0.0,7,0.06830434648314976,0,1.0,,12885519,5,–,"38,6",370,1.0,5
371,6,37.631137,55.776745,2,1.0,0.0,6,0.06830434648314976,0,0.0,0.0,12900000,2,32,48,371,0.0,5
372,"6,5",37.595609,55.748919,2,0.0,1.0,12,0.06830434648314976,0,1.0,0.0,12900000,2,23,39,372,1.0,9
373,7,37.692663,55.738439,2,1.0,1.0,17,0.06830434648314976,0,1.0,0.0,12900000,12,28,51,373,1.0,11
374,6,37.669531,55.744105,3,0.0,,12,0.06830434648314976,0,1.0,0.0,12900000,3,"39,5","58,3",374,1.0,12
375,–,37.694621,55.775854,2,1.0,0.0,5,0.06830434648314976,0,0.0,0.0,12900000,4,"44,2",54,375,,
376,6,37.565802,55.733751,2,,1.0,12,0.06830434648314976,0,0.0,0.0,12950000,4,25,45,376,0.0,15
377,8,37.59348,55.78651,3,1.0,,8,0.06830434648314976,0,1.0,0.0,12950000,2,38,55,377,1.0,9
378,"8,1",37.669621,55.73553,2,,1.0,17,0.06830434648314976,0,1.0,0.0,12950000,8,32,"53,5",378,0.0,
379,8,37.659084,55.78398,2,,1.0,15,0.06830434648314976,0,1.0,0.0,12990000,3,29,"52,3",379,1.0,9
380,10,37.576313,55.741029,1,0.0,1.0,9,0.06830434648314976,0,1.0,,12990000,5,22,40,380,1.0,9
381,13,37.683877,55.74108,2,0.0,1.0,17,0.06830434648314976,0,1.0,,13000000,2,34,64,381,1.0,11
382,9,37.657143,55.747312,2,,,6,0.06830434648314976,0,1.0,,13000000,2,34,55,382,1.0,9
383,12,37.675406,55.743162,2,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,13000000,3,"34,2","64,5",383,1.0,5
384,–,37.673951,55.774634,2,1.0,,7,0.06830434648314976,0,,0.0,13000000,4,"51,9","51,9",384,1.0,6
385,8,37.545438,55.753691,3,0.0,0.0,5,0.06830434648314976,0,1.0,0.0,13000000,2,38,65,385,0.0,5
386,–,37.673951,55.774634,2,0.0,,7,0.06830434648314976,0,1.0,,13000000,4,52,52,386,1.0,5
387,"10,8",37.628217,55.775074,2,0.0,1.0,16,0.06830434648314976,0,1.0,0.0,13000000,1,28,56,387,1.0,5
388,6,37.591557,55.770973,1,1.0,0.0,12,0.06830434648314976,0,1.0,,13000000,10,20,26,388,1.0,6
389,8,37.567869,55.766111,2,0.0,1.0,12,0.06830434648314976,0,1.0,,13000000,6,29,40,389,1.0,6
390,7,37.662749,55.778441,2,0.0,,12,0.06830434648314976,0,1.0,0.0,13000000,11,39,"58,6",390,1.0,3
391,9,37.628325,55.770127,1,0.0,1.0,12,0.06830434648314976,0,1.0,0.0,13000000,5,19,"36,7",391,1.0,5
392,–,37.591557,55.770973,1,1.0,0.0,12,0.06830434648314976,0,1.0,,13000000,10,–,26,392,1.0,3
393,12,37.667456,55.764951,1,1.0,,7,0.06830434648314976,0,,,19148800,2,35,54,393,1.0,10
394,14,37.64312,55.760753,3,1.0,,6,0.06830434648314976,0,1.0,0.0,35850000,3,"59,2",85,394,1.0,8
395,10,37.589536,55.742514,3,1.0,1.0,5,0.06830434648314976,0,1.0,0.0,43000000,4,43,63,395,1.0,10
396,6,37.557421,55.756786,3,0.0,1.0,9,0.06830434648314976,0,1.0,0.0,13000000,2,"44,6","58,7",396,1.0,13
397,7,37.59348,55.78651,2,1.0,,8,0.06830434648314976,0,1.0,0.0,13000000,2,35,55,397,1.0,9
398,–,37.564721,55.771218,2,1.0,,44,0.06830434648314976,0,,,13000000,3,40,67,398,1.0,7
399,8,37.65037,55.764369,2,0.0,1.0,12,0.06830434648314976,0,1.0,0.0,13000000,8,26,41,399,1.0,7
400,"9,8",37.711455,55.776046,2,0.0,1.0,9,0.06830434648314976,0,1.0,0.0,13000000,5,32,60,400,0.0,5
401,–,37.643866,55.730857,1,,,7,0.06830434648314976,0,1.0,,13149940,7,–,"38,0",401,1.0,8
402,–,37.64348,55.731075,1,1.0,0.0,7,0.06830434648314976,0,1.0,,13149940,7,–,"38,0",402,1.0,5
403,9,37.670061,55.782719,2,1.0,1.0,9,0.06830434648314976,0,1.0,0.0,13200000,5,33,58,403,1.0,4
404,5,37.579744,55.753772,2,1.0,1.0,5,0.06830434648314976,0,0.0,0.0,13200000,2,30,"44,1",404,1.0,11
405,8,37.672971,55.774958,1,1.0,,9,0.06830434648314976,0,1.0,,13300000,2,"35,6","43,4",405,1.0,5
406,"10,2",37.673735,55.744059,3,0.0,1.0,12,0.06830434648314976,0,0.0,0.0,13300000,2,"43,3","64,3",406,1.0,6
407,9,37.684075,55.743781,2,0.0,1.0,17,0.06830434648314976,0,1.0,0.0,13300000,14,"32,2","53,5",407,1.0,5
408,8,37.561149,55.758372,2,1.0,1.0,5,0.06830434648314976,0,1.0,0.0,13399000,4,34,55,408,1.0,9
409,10,37.683185,55.740071,2,0.0,1.0,17,0.06830434648314976,0,1.0,0.0,13400000,2,"30,4",51,409,1.0,12
410,7,37.633778,55.78439,3,0.0,,5,0.06830434648314976,0,,0.0,13400000,1,45,63,410,1.0,5
411,7,37.6433,55.735221,3,1.0,1.0,5,0.06830434648314976,0,1.0,0.0,13450000,5,56,75,411,1.0,15
412,11,37.570788,55.73591,1,1.0,1.0,16,0.06830434648314976,0,1.0,0.0,13490000,13,21,"46,6",412,1.0,15
413,10,37.662794,55.771489,2,1.0,1.0,6,0.06830434648314976,0,1.0,0.0,13500000,4,43,"63,8",413,1.0,10
414,5,37.638835,55.733655,3,0.0,1.0,5,0.06830434648314976,0,1.0,0.0,13500000,2,40,55,414,1.0,5
415,8,37.569692,55.724545,2,1.0,,6,0.06830434648314976,0,1.0,0.0,13500000,1,43,63,415,1.0,5
416,7,37.694513,55.774431,3,1.0,,5,0.06830434648314976,0,1.0,0.0,13500000,3,60,82,416,1.0,15
417,8,37.561149,55.758372,2,1.0,1.0,5,0.06830434648314976,0,1.0,0.0,13500000,5,34,56,417,1.0,15
418,8,37.656523,55.75511,2,,1.0,8,0.06830434648314976,0,1.0,,13500000,3,"32,2","52,2",418,1.0,3
419,7,37.628065,55.776948,3,0.0,,12,0.06830434648314976,0,1.0,0.0,13500000,12,42,64,419,1.0,6
420,"11,8",37.587389,55.766851,1,1.0,,5,0.06830434648314976,0,1.0,0.0,13500000,1,"18,6","42,3",420,1.0,11
421,10,37.590443,55.762784,5,1.0,1.0,7,0.06830434648314976,0,1.0,0.0,136889853,6,132,247,421,1.0,9
422,16,37.583948,55.73442,3,1.0,,5,0.06830434648314976,0,1.0,0.0,96000000,3,64,111,422,1.0,9
423,20,37.671938,55.775753,3,1.0,1.0,5,0.06830434648314976,0,1.0,0.0,22800000,4,70,100,423,1.0,5
424,"9,6",37.693624,55.737345,2,1.0,1.0,22,0.06830434648314976,0,0.0,0.0,13500000,8,"31,6","58,5",424,1.0,15
425,11,37.68164,55.772112,3,0.0,1.0,12,0.06830434648314976,0,1.0,0.0,13600000,8,"44,5","65,4",425,1.0,3
426,11,37.582861,55.753828,2,1.0,,7,0.06830434648314976,0,1.0,0.0,13600000,2,33,"53,1",426,1.0,7
427,"9,5",37.682431,55.73737,3,0.0,0.0,12,0.06830434648314976,0,0.0,0.0,13600000,1,43,64,427,1.0,10
428,–,37.673951,55.774634,1,1.0,,10,0.06830434648314976,0,,0.0,13641600,9,–,"39,2",428,1.0,5
429,8,37.653523,55.766471,2,,0.0,11,0.06830434648314976,0,,0.0,13700000,8,32,53,429,1.0,5
430,8,37.641054,55.773727,2,1.0,1.0,12,0.06830434648314976,0,1.0,0.0,13800000,5,"27,7",52,430,1.0,8
431,–,37.64348,55.731075,1,1.0,0.0,7,0.06830434648314976,0,1.0,,13802742,7,–,"38,7",431,1.0,5
432,"7,3",37.566629,55.761801,2,1.0,1.0,12,0.06830434648314976,0,1.0,0.0,13850000,10,"23,1",43,432,1.0,3
